threshold,balanced_accuracy,f1_imbalance,precision_imbalance,recall_imbalance
0.27999999999999997,0.9608148399475149,0.9917245945051307,0.9894319682959049,0.9940278699402787
0.285,0.9608148399475149,0.9917245945051307,0.9894319682959049,0.9940278699402787
0.29,0.9608148399475149,0.9917245945051307,0.9894319682959049,0.9940278699402787
0.295,0.963077283386429,0.9920529801324504,0.9900859220092532,0.9940278699402787
0.3,0.963077283386429,0.9920529801324504,0.9900859220092532,0.9940278699402787
0.30499999999999994,0.963077283386429,0.9920529801324504,0.9900859220092532,0.9940278699402787
0.30999999999999994,0.963077283386429,0.9920529801324504,0.9900859220092532,0.9940278699402787
0.31499999999999995,0.9627454983831111,0.9917191122888374,0.9900793650793651,0.993364299933643
0.31999999999999995,0.9627454983831111,0.9917191122888374,0.9900793650793651,0.993364299933643
0.32499999999999996,0.9627454983831111,0.9917191122888374,0.9900793650793651,0.993364299933643
0.32999999999999996,0.9627454983831111,0.9917191122888374,0.9900793650793651,0.993364299933643
0.33499999999999996,0.9627454983831111,0.9917191122888374,0.9900793650793651,0.993364299933643
0.33999999999999997,0.9624137133797932,0.9913850231941683,0.9900727994705493,0.9927007299270073
0.3449999999999999,0.9624137133797932,0.9913850231941683,0.9900727994705493,0.9927007299270073
0.3499999999999999,0.9643443718153895,0.9913793103448276,0.9907223326706428,0.9920371599203716
0.3549999999999999,0.9643443718153895,0.9913793103448276,0.9907223326706428,0.9920371599203716
0.35999999999999993,0.9643443718153895,0.9913793103448276,0.9907223326706428,0.9920371599203716
0.36499999999999994,0.9666068152543035,0.9917081260364843,0.9913793103448276,0.9920371599203716
0.36999999999999994,0.9666068152543035,0.9917081260364843,0.9913793103448276,0.9920371599203716
0.37499999999999994,0.9666068152543035,0.9917081260364843,0.9913793103448276,0.9920371599203716
0.37999999999999995,0.9666068152543035,0.9917081260364843,0.9913793103448276,0.9920371599203716
0.38499999999999995,0.9666068152543035,0.9917081260364843,0.9913793103448276,0.9920371599203716
0.38999999999999996,0.9666068152543035,0.9917081260364843,0.9913793103448276,0.9920371599203716
0.39499999999999996,0.9666068152543035,0.9917081260364843,0.9913793103448276,0.9920371599203716
0.3999999999999999,0.9666068152543035,0.9917081260364843,0.9913793103448276,0.9920371599203716
0.4049999999999999,0.9662750302509856,0.9913735899137359,0.9913735899137359,0.9913735899137359
0.4099999999999999,0.9662750302509856,0.9913735899137359,0.9913735899137359,0.9913735899137359
0.4149999999999999,0.96561146024435,0.9907038512616202,0.9913621262458472,0.9900464499004645
0.41999999999999993,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.42499999999999993,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.42999999999999994,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.43499999999999994,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.43999999999999995,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.44499999999999995,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.4499999999999999,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.4549999999999999,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.4599999999999999,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.4649999999999999,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.4699999999999999,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.4749999999999999,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.4799999999999999,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.48499999999999993,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.48999999999999994,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.49499999999999994,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
0.49999999999999994,0.965279675241032,0.9903686482896048,0.9913563829787234,0.9893828798938288
